Time,Time Code,Country Name,Country Code,"Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]",GDP (constant 2015 US$) [NY.GDP.MKTP.KD],GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],"Physicians (per 1,000 people) [SH.MED.PHYS.ZS]","Hospital beds (per 1,000 people) [SH.MED.BEDS.ZS]",Arable land (hectares per person) [AG.LND.ARBL.HA.PC],Consumer price index (2010 = 100) [FP.CPI.TOTL],Crop production index (2014-2016 = 100) [AG.PRD.CROP.XD],Food production index (2014-2016 = 100) [AG.PRD.FOOD.XD],Households and NPISHs final consumption expenditure (% of GDP) [NE.CON.PRVT.ZS],"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Mortality rate, infant (per 1,000 live births) [SP.DYN.IMRT.IN]","Mortality rate, under-5 (per 1,000 live births) [SH.DYN.MORT]","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative) [SE.TER.CUAT.BA.ZS]","Labor force participation rate, female (% of female population ages 15+) (national estimate) [SL.TLF.CACT.FE.NE.ZS]","Children in employment, total (% of children ages 7-14) [SL.TLF.0714.ZS]"
2017,YR2017,Germany,DEU,1.57,3.52E+12,42639.55441,2.680231114,4.251,8.01,0.142419876,109.3524602,95.45,97.5,52.10840608,80.99268293,3.2,3.9,25.8552475,55.932,
2017,YR2017,Poland,POL,1.48,5.16E+11,13599.81802,5.140017574,2.343,6.53,0.287216589,109.6376705,103.14,106.19,59.45468869,77.75365854,4,4.6,25.87862015,48.889,
2017,YR2017,Nigeria,NGA,5.523,4.89E+11,2526.99961,0.805886619,,,0.186877338,214.2273396,109.74,109.08,,52.305,77,122.4,,,
2017,YR2017,Kenya,KEN,3.643,75879571212,1550.203457,3.837958174,,,0.118492763,172.4282386,97.26,90.64,77.91296198,62.481,33.4,45.4,,,
2017,YR2017,United Kingdom,GBR,1.74,3.06E+12,46373.63853,2.655069668,2.814,2.54,0.09208272,114.9435916,101.62,102.21,64.19844205,81.25609756,3.8,4.4,33.91999817,57.61,
2017,YR2017,China,CHN,1.813,1.26E+13,9053.228725,6.947200793,2.006,4.34,0.080240412,119.0880504,103.12,102.37,38.54274622,77.248,7,9.2,,,
2017,YR2017,Japan,JPN,1.43,4.55E+12,35861.97285,1.675331752,,13.05,0.032771005,103.9637898,98.65,99.87,54.61369476,84.0997561,1.9,2.6,,51.074,
2018,YR2018,Argentina,ARG,2.039,5.83E+11,13105.39716,-2.617396463,,3.71,0.903679284,,92.2,97.51,69.47018229,76.999,9.5,10.6,,49.523,
2018,YR2018,Brazil,BRA,1.749,1.80E+12,8553.865902,1.783666762,,2.26,0.268287169,161.3738142,109.91,107.51,64.61607497,75.109,13.4,15,16.54000092,54.429,
2018,YR2018,France,FRA,1.87,2.57E+12,38259.69777,1.865066071,3.276,6.16,0.269905388,108.8423164,95.93,97.17,53.88176563,82.67560976,3.3,4.3,19.22301292,51.431,
2018,YR2018,Germany,DEU,1.57,3.56E+12,42928.74124,0.981232606,4.311,7.98,0.141497972,111.2466294,81.78,91.87,52.09971921,80.89268293,3.2,3.8,25.14999962,55.853,
2018,YR2018,Poland,POL,1.46,5.47E+11,14408.38439,5.945208477,,6.44,0.289903159,111.6253484,93.26,102.62,58.85367829,77.60243902,3.9,4.5,26.47625351,48.907,
2018,YR2018,Nigeria,NGA,5.447,4.98E+11,2512.080475,1.922757342,0.376,,0.183580001,240.1383645,114.88,114.06,,52.554,75.7,119.9,8.148079872,,
2018,YR2018,Kenya,KEN,3.58,80165208728,1604.802932,5.647946407,0.161,,0.116108436,180.5147893,108.89,100.31,77.10290786,62.676,32.8,44.3,,,
2018,YR2018,United Kingdom,GBR,1.68,3.11E+12,46740.55359,1.403792086,2.834,2.5,0.090847971,117.5790642,91.3,99.59,64.65968562,81.25609756,3.8,4.4,27.88207436,57.864,
2018,YR2018,China,CHN,1.554,1.35E+13,9619.209475,6.749773832,2.124,4.6,0.078854473,121.5588779,104.39,103.42,38.52188052,77.744,6.4,8.6,,,
2018,YR2018,Japan,JPN,1.42,4.58E+12,36138.52908,0.643391023,2.498,13,0.032662782,104.99209,96.95,99.67,54.77466993,84.21097561,1.9,2.5,,52.41,
2019,YR2019,Argentina,ARG,1.994,5.71E+11,12716.2242,-2.000861003,4.0685,3.71,0.908098116,,113.14,112.42,66.12758631,77.284,9.2,10.3,,50.302,
2019,YR2019,Brazil,BRA,1.703,1.82E+12,8592.211207,1.220777824,2.303,2.24,0.269179881,167.3978603,112.23,109.12,65.14404739,75.338,13.2,14.8,,55.198,
2019,YR2019,France,FRA,1.86,2.62E+12,38832.0242,1.842971814,3.311,6.1,0.268074772,110.0485668,98.39,98,53.60917447,82.82682927,3.3,4.2,19.70000076,51.257,
2019,YR2019,Germany,DEU,1.54,3.60E+12,43292.68389,1.075471636,4.391,7.91,0.140974635,112.8548771,88.69,94.41,51.9423104,81.29268293,3.2,3.7,27.01128197,56.67,
2019,YR2019,Poland,POL,1.44,5.72E+11,15053.23237,4.449987879,,6.09,0.29118561,114.1117794,90.07,101.5,57.77953342,77.90487805,3.8,4.4,27.25865364,48.593,
2019,YR2019,Nigeria,NGA,5.379,5.09E+11,2505.462239,2.208429277,0.367,,0.18136343,267.5055467,109.64,109.77,,52.91,74,116.9,6.571269989,52.142,
2019,YR2019,Kenya,KEN,3.469,84264984851,1653.828985,5.114158858,,1.33,0.113833856,189.9731107,108.66,107.28,77.4226613,62.943,32.2,43.4,4.809080124,62.903,
2019,YR2019,United Kingdom,GBR,1.63,3.16E+12,47240.59962,1.641610996,2.942,2.45,0.091052257,119.6227113,101.7,104.43,63.92079219,81.40487805,3.8,4.3,29.00269699,58.43,
2019,YR2019,China,CHN,1.496,1.43E+13,10155.51088,5.950500754,2.258,4.83,0.077543873,125.0831544,107.84,104.25,39.24806213,77.968,6,8,,,
2019,YR2019,Japan,JPN,1.36,4.56E+12,36043.7844,-0.402169201,,12.88,0.032566551,105.4842679,97.86,100.39,54.55458113,84.35634146,1.8,2.5,,53.274,
2020,YR2020,Argentina,ARG,1.911,5.15E+11,11346.65211,-9.900484814,3.895,3.2,0.925776916,,106.59,108.57,65.70470681,75.892,8.9,10,,46.806,
2020,YR2020,Brazil,BRA,1.649,1.76E+12,8255.568013,-3.276758796,,2.43,0.270315568,172.7742913,116.58,111.97,63.14400091,74.009,13,14.5,,50.247,
2020,YR2020,France,FRA,1.83,2.42E+12,35806.61789,-7.540459162,3.324,6,0.265743167,110.5729469,89.97,93.7,53.19647843,82.17560976,3.3,4.2,20.97877502,50.628,
2020,YR2020,Germany,DEU,1.53,3.46E+12,41601.97316,-3.826768716,4.459,7.8,0.140258271,113.0183789,90.66,95.45,50.19981021,81.04146341,3.1,3.7,28.35000038,55.424,
2020,YR2020,Poland,POL,1.39,5.60E+11,14774.9892,-2.020070734,3.714,6.11,0.29420247,117.9624468,107.75,111.87,56.52953023,76.5,3.8,4.4,28.01000023,48.345,
2020,YR2020,Nigeria,NGA,5.309,5.00E+11,2401.183415,-1.794253083,,,0.176990636,302.9393941,112.71,112.64,,52.887,72.3,113.9,,,
2020,YR2020,Kenya,KEN,3.397,84035138347,1616.502404,-0.272766327,,,0.111568971,200.2414652,137.6,125.82,76.43936064,62.675,31.8,43,3.741810083,,
2020,YR2020,United Kingdom,GBR,1.56,2.83E+12,42191.91737,-10.35990082,3.041,2.43,0.089123319,120.8063621,83.04,98.14,59.2158963,80.35121951,3.7,4.3,37.27999878,58.634,
2020,YR2020,China,CHN,1.281,1.46E+13,10358.17,2.238638356,2.387,5,0.077217773,128.1094436,107.94,105.49,38.20031239,78.077,5.5,7.5,7.679999828,,
2020,YR2020,Japan,JPN,1.33,4.38E+12,34650.79678,-4.147118899,2.614,12.72,0.032504099,105.4579012,95.99,100.3,54.05305069,84.56,1.8,2.4,25.54000092,53.124,
2021,YR2021,Argentina,ARG,1.885,5.70E+11,12444.31827,10.71800993,,3.34,0.921412666,,107.19,108.4,62.99008318,75.39,8.6,9.7,,50.48,
2021,YR2021,Brazil,BRA,1.641,1.84E+12,8603.152214,4.762604379,2.142,2.46,0.271794833,187.1174251,115.35,112.13,61.36799664,72.75,12.8,14.3,,52.373,
2021,YR2021,France,FRA,1.84,2.58E+12,38002.19424,6.435209621,,,0.26498553,112.3889211,96.52,96.72,52.57505841,82.32439024,3.3,4.1,22.93774605,52.246,
2021,YR2021,Germany,DEU,1.58,3.57E+12,42900.02252,3.163819942,4.518,,0.140126798,116.4842759,90.39,94.49,49.35769672,80.7902439,3.1,3.6,29.04074669,55.383,
2021,YR2021,Poland,POL,1.33,5.99E+11,15863.23111,6.934980384,,,0.293499446,123.9254804,107.9,110.69,56.1877732,75.50243902,3.8,4.4,28.23747063,50.582,
2021,YR2021,Nigeria,NGA,5.237,5.18E+11,2429.58529,3.647186541,0.395,,0.172782434,354.2962423,118.31,117.33,,52.676,70.5,110.6,10.96539974,,
2021,YR2021,Kenya,KEN,3.335,90413816677,1705.74039,7.590489473,0.226,,0.109422372,212.4720858,133.91,123.29,75.49614963,61.427,31,41.9,5.679631233,62.847,
2021,YR2021,United Kingdom,GBR,1.56,3.08E+12,45889.61102,8.674904114,3.171,2.35,0.089663385,123.8487146,90.1,100.53,59.95134144,80.7,3.6,4.2,39.59000015,58.363,
2021,YR2021,China,CHN,1.164,1.59E+13,11223.25535,8.448469417,,,0.077078082,129.3662166,109.76,109.89,38.11356525,78.211,5.1,7,,,
2021,YR2021,Japan,JPN,1.3,4.49E+12,35701.45427,2.559320239,,,0.032510727,105.2118123,95.82,100.37,53.53661083,84.44560976,1.8,2.3,,53.546,
2022,YR2022,Argentina,ARG,1.876,5.98E+11,12940.73844,4.95636996,,,,,107.33,109.39,65.52038299,76.064,8.4,9.4,,52.079,
2022,YR2022,Brazil,BRA,1.626,1.90E+12,8822.045043,3.016694354,,,,204.4821206,115.91,113.77,63.06410281,73.425,12.5,14,,53.747,
2022,YR2022,France,FRA,1.794,2.64E+12,38816.47928,2.454758177,,,,118.2582836,94.72,94.02,53.39222733,82.22926829,3.3,4.1,22.5577774,52.52,
2022,YR2022,Germany,DEU,1.455,3.63E+12,43361.17712,1.806208967,,,,124.4897444,91.48,92.71,51.05478473,80.70560976,3,3.6,29.20609856,56.13,
2022,YR2022,Poland,POL,1.261,6.33E+11,17178.66834,5.637566766,,,,141.8072466,110.01,111.71,57.85446719,77.30487805,3.8,4.4,28.64535713,51.189,
2022,YR2022,Nigeria,NGA,5.143,5.35E+11,2449.587981,3.251681408,,,,421.0711203,120.89,119.85,,53.633,68.5,107.2,3.477272749,77.17,
2022,YR2022,Kenya,KEN,3.296,94795844230,1754.58548,4.846634856,,,,228.7471558,116.97,112.38,76.37858253,62.055,30.5,41.1,6.092589855,,
2022,YR2022,United Kingdom,GBR,1.57,3.21E+12,47343.47438,4.345228834,,,,133.6600703,94.33,101.24,61.86263982,82.05853659,3.6,4.1,35.85205078,58.155,
2022,YR2022,China,CHN,1.175,1.63E+13,11560.24212,2.989084086,,,,131.9193567,111.85,111.75,37.39180924,78.587,4.8,6.6,,,
2022,YR2022,Japan,JPN,1.26,4.53E+12,36202.63927,0.954736938,,,,107.8396906,94.6,100.27,55.57564532,83.99634146,1.7,2.3,,54.2,
2023,YR2023,Argentina,ARG,,5.89E+11,12625.46955,-1.550501536,,,,,,,67.15153354,,,,,53.163,
2023,YR2023,Brazil,BRA,,1.95E+12,9032.113614,2.908480487,,,,213.8751353,,,63.3285869,,,,,53.098,
2023,YR2023,France,FRA,,2.66E+12,38975.57662,0.703718547,,,,124.0273452,,,53.72512575,,,,24.35462189,52.82,
2023,YR2023,Germany,DEU,,3.62E+12,42878.81184,-0.304934576,,,,131.8924482,,,50.70666997,,,,,56.413,
2023,YR2023,Poland,POL,,6.34E+11,17269.99417,0.160586011,,,,158.1560804,,,57.22752488,,,,,51.972,
2023,YR2023,Nigeria,NGA,,5.51E+11,2460.394496,2.860214991,,,,524.9053647,,,,,,,,,
2023,YR2023,Kenya,KEN,,99939292458,1813.760973,5.425816151,,,,246.2952568,,,76.99105155,,,,,,
2023,YR2023,United Kingdom,GBR,,3.21E+12,47005.11901,0.104017849,,,,142.7408914,,,61.8238931,,,,37.12955856,58.108,
2023,YR2023,China,CHN,,1.72E+13,12174.00411,5.2,,,,132.2291519,,,,,,,,,
2023,YR2023,Japan,JPN,,4.62E+12,37079.10922,1.923055531,,,,111.3640359,,,,,,,,54.8,
